arp.opcode,arp.hw.size,icmp.checksum,icmp.seq_le,icmp.transmit_timestamp,icmp.unused,http.content_length,http.response,http.tls_port,tcp.ack,tcp.ack_raw,tcp.checksum,tcp.connection.fin,tcp.connection.rst,tcp.connection.syn,tcp.connection.synack,tcp.dstport,tcp.flags,tcp.flags.ack,tcp.len,tcp.seq,udp.port,udp.stream,udp.time_delta,dns.qry.name,dns.qry.qu,dns.qry.type,dns.retransmission,dns.retransmit_request,dns.retransmit_request_in,mqtt.conflag.cleansess,mqtt.conflags,mqtt.hdrflags,mqtt.len,mqtt.msg_decoded_as,mqtt.msgtype,mqtt.proto_len,mqtt.topic_len,mqtt.ver,mbtcp.len,mbtcp.trans_id,mbtcp.unit_id,Attack_type
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,458714962.0,20163.0,0.0,0.0,0.0,0.0,1883.0,16.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1458348168.0,38809.0,0.0,0.0,0.0,0.0,1883.0,16.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,866086407.0,61270.0,0.0,0.0,0.0,1.0,51880.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1003288743.0,43581.0,0.0,0.0,0.0,0.0,50287.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2865572786.0,49868.0,0.0,0.0,0.0,0.0,1883.0,16.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1935612125.0,45343.0,0.0,0.0,0.0,0.0,1883.0,16.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3169764473.0,33018.0,0.0,0.0,0.0,0.0,60531.0,24.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2133723080.0,22145.0,1.0,0.0,0.0,0.0,1883.0,25.0,1.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1104659719.0,26113.0,0.0,0.0,0.0,0.0,57023.0,16.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2651978374.0,56235.0,0.0,0.0,0.0,0.0,1883.0,16.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4029791970.0,29024.0,0.0,0.0,0.0,0.0,1883.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88497629.0,1227349536.0,62056.0,0.0,0.0,0.0,0.0,5900.0,24.0,1.0,32.0,334072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,2568781061.0,17623.0,1.0,0.0,0.0,0.0,55589.0,17.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3521952369.0,60288.0,0.0,0.0,0.0,0.0,1883.0,24.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,12.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47294.0,0.0,1.0,0.0,0.0,55479.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1786496176.0,39043.0,0.0,0.0,0.0,0.0,1883.0,16.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38402907.0,1177254814.0,12490.0,0.0,0.0,0.0,0.0,5900.0,24.0,1.0,32.0,150770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2935553371.0,46851.0,0.0,0.0,0.0,0.0,52429.0,16.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,226221498.0,52950.0,1.0,0.0,0.0,0.0,58731.0,17.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,266024502.0,51109.0,0.0,0.0,0.0,0.0,55293.0,24.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,734921486.0,7103.0,0.0,0.0,0.0,0.0,1883.0,16.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3665427314.0,41444.0,1.0,0.0,0.0,0.0,1883.0,25.0,1.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491472.0,2372116153.0,32196.0,0.0,0.0,0.0,0.0,60944.0,16.0,1.0,1440.0,129860154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2662380200.0,2112.0,0.0,0.0,0.0,0.0,55641.0,16.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3932264701.0,35871.0,0.0,0.0,0.0,1.0,64411.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49486.0,0.0,0.0,1.0,0.0,1883.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,3396236285.0,45654.0,0.0,0.0,0.0,0.0,55221.0,16.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2395876478.0,39380.0,0.0,0.0,0.0,0.0,59782.0,24.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2488454806.0,20419.0,0.0,0.0,0.0,0.0,62486.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1960237689.0,35669.0,0.0,0.0,0.0,0.0,54823.0,16.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,483626486.0,54043.0,1.0,0.0,0.0,0.0,1883.0,25.0,1.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19884316.0,1158736223.0,44657.0,0.0,0.0,0.0,0.0,5900.0,16.0,1.0,0.0,79788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30519.0,0.0,0.0,1.0,0.0,1883.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,135516523.0,22731.0,0.0,0.0,0.0,0.0,50961.0,24.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21996755.0,41020.0,0.0,0.0,0.0,1.0,65151.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3534886956.0,3296.0,1.0,0.0,0.0,0.0,1883.0,25.0,1.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636797.0,2372261478.0,169.0,0.0,0.0,0.0,0.0,60944.0,16.0,1.0,1440.0,179170881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1761300685.0,12933.0,0.0,0.0,0.0,0.0,1883.0,16.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739504.0,2372364185.0,60114.0,0.0,0.0,0.0,0.0,60944.0,16.0,1.0,1440.0,199699570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,556400654.0,246.0,1.0,0.0,0.0,0.0,51540.0,17.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,864492453.0,27974.0,1.0,0.0,0.0,0.0,52353.0,17.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,3331023248.0,65191.0,0.0,0.0,0.0,0.0,53477.0,16.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4193808529.0,2987.0,0.0,0.0,0.0,0.0,1883.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3312809973.0,36565.0,0.0,0.0,0.0,0.0,1883.0,16.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1764008566.0,23114.0,0.0,0.0,0.0,0.0,1883.0,24.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,12.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1946393618.0,40818.0,0.0,0.0,0.0,0.0,53575.0,24.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37121.0,0.0,0.0,1.0,0.0,1883.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83436.0,2371708117.0,38957.0,0.0,0.0,0.0,0.0,60944.0,24.0,1.0,134.0,20791991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1575457456.0,48628.0,0.0,0.0,0.0,0.0,1883.0,24.0,1.0,41.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,39.0,0.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,573056545.0,44090.0,0.0,0.0,0.0,0.0,1883.0,24.0,1.0,41.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,39.0,0.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2594833037.0,60066.0,0.0,0.0,0.0,0.0,1883.0,24.0,1.0,41.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,39.0,0.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4064948305.0,52915.0,0.0,0.0,0.0,1.0,49635.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1664571412.0,43870.0,0.0,0.0,0.0,0.0,54108.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1992765154.0,4781.0,0.0,0.0,0.0,1.0,53155.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32436.0,0.0,1.0,0.0,0.0,55465.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1447260322.0,28785.0,0.0,0.0,0.0,1.0,54105.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,872837903.0,19201.0,0.0,0.0,0.0,0.0,58068.0,16.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289012.0,2371913693.0,45915.0,0.0,0.0,0.0,0.0,60944.0,16.0,1.0,1440.0,75660934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55267.0,0.0,1.0,0.0,0.0,64982.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10618.0,0.0,0.0,1.0,0.0,1883.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
