Src_Port,Dst_Port,Protocol,Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Fwd_Pkt_Len_Max,Fwd_Pkt_Len_Min,Fwd_Pkt_Len_Mean,Fwd_Pkt_Len_Std,Bwd_Pkt_Len_Max,Bwd_Pkt_Len_Min,Bwd_Pkt_Len_Mean,Bwd_Pkt_Len_Std,Flow_Byts/s,Flow_Pkts/s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Tot,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Tot,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Len,Bwd_Header_Len,Fwd_Pkts/s,Bwd_Pkts/s,Pkt_Len_Min,Pkt_Len_Max,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Len_Var,FIN_Flag_Cnt,SYN_Flag_Cnt,RST_Flag_Cnt,PSH_Flag_Cnt,ACK_Flag_Cnt,URG_Flag_Cnt,CWE_Flag_Count,ECE_Flag_Cnt,Down/Up_Ratio,Pkt_Size_Avg,Fwd_Seg_Size_Avg,Bwd_Seg_Size_Avg,Fwd_Byts/b_Avg,Fwd_Pkts/b_Avg,Fwd_Blk_Rate_Avg,Bwd_Byts/b_Avg,Bwd_Pkts/b_Avg,Bwd_Blk_Rate_Avg,Subflow_Fwd_Pkts,Subflow_Fwd_Byts,Subflow_Bwd_Pkts,Subflow_Bwd_Byts,Init_Fwd_Win_Byts,Init_Bwd_Win_Byts,Fwd_Act_Data_Pkts,Fwd_Seg_Size_Min,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Target
4568,554,6,2805,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0124777183603,2805.0,0.0,2805.0,2805.0,0.0,0.0,0.0,0.0,0.0,2805.0,2805.0,0.0,2805.0,2805.0,0,0,0,0,0,44,0.0,713.0124777183603,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,2805.0,0.0,2805.0,2805.0,DoS
6608,554,6,3521,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0204487361544,3521.0,0.0,3521.0,3521.0,0.0,0.0,0.0,0.0,0.0,3521.0,3521.0,0.0,3521.0,3521.0,0,0,0,0,0,44,0.0,568.0204487361544,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,3521.0,0.0,3521.0,3521.0,DoS
2368,554,6,24561,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.42990920565124,24561.0,0.0,24561.0,24561.0,0.0,0.0,0.0,0.0,0.0,24561.0,24561.0,0.0,24561.0,24561.0,0,0,0,0,0,44,0.0,81.42990920565124,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,24561.0,0.0,24561.0,24561.0,DoS
8287,554,6,2419,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826.7879288962381,2419.0,0.0,2419.0,2419.0,0.0,0.0,0.0,0.0,0.0,2419.0,2419.0,0.0,2419.0,2419.0,0,0,0,0,0,44,0.0,826.7879288962381,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,2419.0,0.0,2419.0,2419.0,DoS
3194,554,6,9185,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.619488296135,4592.5,2679.2275939158285,6487.0,2698.0,0.0,0.0,0.0,0.0,0.0,9185.0,4592.5,2679.2275939158285,6487.0,2698.0,0,0,0,0,0,68,0.0,326.619488296135,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,-1,14600,0,0,0.0,0.0,0.0,0.0,4592.5,2679.2275939158285,6487.0,2698.0,DoS
6189,554,6,4125,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.8484848484848,4125.0,0.0,4125.0,4125.0,0.0,0.0,0.0,0.0,0.0,4125.0,4125.0,0.0,4125.0,4125.0,0,0,0,0,0,44,0.0,484.8484848484848,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,4125.0,0.0,4125.0,4125.0,DoS
6694,554,6,2756,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.6894049346878,2756.0,0.0,2756.0,2756.0,0.0,0.0,0.0,0.0,0.0,2756.0,2756.0,0.0,2756.0,2756.0,0,0,0,0,0,44,0.0,725.6894049346878,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,2756.0,0.0,2756.0,2756.0,DoS
5964,554,6,10758,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.9081613682841,10758.0,0.0,10758.0,10758.0,0.0,0.0,0.0,0.0,0.0,10758.0,10758.0,0.0,10758.0,10758.0,0,0,0,0,0,44,0.0,185.9081613682841,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,10758.0,0.0,10758.0,10758.0,DoS
7827,554,6,4726,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.1908590774439,4726.0,0.0,4726.0,4726.0,0.0,0.0,0.0,0.0,0.0,4726.0,4726.0,0.0,4726.0,4726.0,0,0,0,0,0,44,0.0,423.1908590774439,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,4726.0,0.0,4726.0,4726.0,DoS
4922,554,6,1913,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.4783063251436,1913.0,0.0,1913.0,1913.0,0.0,0.0,0.0,0.0,0.0,1913.0,1913.0,0.0,1913.0,1913.0,0,0,0,0,0,44,0.0,1045.4783063251436,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,1913.0,0.0,1913.0,1913.0,DoS
6074,19604,6,4309,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.1448131817127,4309.0,0.0,4309.0,4309.0,0.0,0.0,0.0,0.0,0.0,4309.0,4309.0,0.0,4309.0,4309.0,0,0,0,0,0,40,0.0,464.1448131817127,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,4309.0,0.0,4309.0,4309.0,DoS
6312,554,6,4099,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.9238838741156,4099.0,0.0,4099.0,4099.0,0.0,0.0,0.0,0.0,0.0,4099.0,4099.0,0.0,4099.0,4099.0,0,0,0,0,0,44,0.0,487.9238838741156,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,4099.0,0.0,4099.0,4099.0,DoS
5584,554,6,5593,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.5898444484176,5593.0,0.0,5593.0,5593.0,0.0,0.0,0.0,0.0,0.0,5593.0,5593.0,0.0,5593.0,5593.0,0,0,0,0,0,44,0.0,357.5898444484176,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,5593.0,0.0,5593.0,5593.0,DoS
7670,554,6,5888,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.67391304347825,5888.0,0.0,5888.0,5888.0,0.0,0.0,0.0,0.0,0.0,5888.0,5888.0,0.0,5888.0,5888.0,0,0,0,0,0,44,0.0,339.67391304347825,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,5888.0,0.0,5888.0,5888.0,DoS
3071,554,6,7149,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.639110365086,3574.5,2032.931995911324,5012.0,2137.0,0.0,0.0,0.0,0.0,0.0,7149.0,3574.5,2032.931995911324,5012.0,2137.0,0,0,0,0,0,68,0.0,419.639110365086,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,-1,14600,0,0,0.0,0.0,0.0,0.0,3574.5,2032.931995911324,5012.0,2137.0,DoS
5462,19604,6,2853,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1051.5247108307044,1426.5,491.4392129246505,1774.0,1079.0,0.0,0.0,0.0,0.0,0.0,2853.0,2853.0,0.0,2853.0,2853.0,0,0,0,0,20,40,350.5082369435682,701.0164738871364,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,1426.5,491.4392129246505,1774.0,1079.0,DoS
5836,554,6,3082,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.9292667099286,3082.0,0.0,3082.0,3082.0,0.0,0.0,0.0,0.0,0.0,3082.0,3082.0,0.0,3082.0,3082.0,0,0,0,0,0,44,0.0,648.9292667099286,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,3082.0,0.0,3082.0,3082.0,DoS
8556,554,6,6493,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0240258740181,6493.0,0.0,6493.0,6493.0,0.0,0.0,0.0,0.0,0.0,6493.0,6493.0,0.0,6493.0,6493.0,0,0,0,0,0,44,0.0,308.0240258740181,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,6493.0,0.0,6493.0,6493.0,DoS
2108,554,6,4883,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.58427196395655,4883.0,0.0,4883.0,4883.0,0.0,0.0,0.0,0.0,0.0,4883.0,4883.0,0.0,4883.0,4883.0,0,0,0,0,0,44,0.0,409.58427196395655,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,4883.0,0.0,4883.0,4883.0,DoS
6466,554,6,7722,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.000259000259,7722.0,0.0,7722.0,7722.0,0.0,0.0,0.0,0.0,0.0,7722.0,7722.0,0.0,7722.0,7722.0,0,0,0,0,0,44,0.0,259.000259000259,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,7722.0,0.0,7722.0,7722.0,DoS
4043,554,6,6846,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.14139643587504,6846.0,0.0,6846.0,6846.0,0.0,0.0,0.0,0.0,0.0,6846.0,6846.0,0.0,6846.0,6846.0,0,0,0,0,0,44,0.0,292.14139643587504,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,6846.0,0.0,6846.0,6846.0,DoS
7952,554,6,1525,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1311.4754098360654,1525.0,0.0,1525.0,1525.0,0.0,0.0,0.0,0.0,0.0,1525.0,1525.0,0.0,1525.0,1525.0,0,0,0,0,0,44,0.0,1311.4754098360654,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,1525.0,0.0,1525.0,1525.0,DoS
3838,554,6,2617,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.2338555598012,2617.0,0.0,2617.0,2617.0,0.0,0.0,0.0,0.0,0.0,2617.0,2617.0,0.0,2617.0,2617.0,0,0,0,0,0,44,0.0,764.2338555598012,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,2617.0,0.0,2617.0,2617.0,DoS
3716,554,6,3318,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.7727546714888,3318.0,0.0,3318.0,3318.0,0.0,0.0,0.0,0.0,0.0,3318.0,3318.0,0.0,3318.0,3318.0,0,0,0,0,0,44,0.0,602.7727546714888,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,3318.0,0.0,3318.0,3318.0,DoS
10107,10000,17,27891,3,1,672.0,224.0,224.0,224.0,224.0,0.0,224.0,224.0,224.0,0.0,32125.05826252196,143.41543867197305,9297.0,15972.972547400186,27741.0,75.0,27816.0,13908.0,19562.816208307024,27741.0,75.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,107.5615790039798,35.85385966799326,224.0,224.0,224.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,280.0,224.0,224.0,0,0,0,0,0,0,3,672,1,224,-1,-1,3,0,75.0,0.0,75.0,75.0,27741.0,0.0,27741.0,27741.0,DoS
5170,554,6,2859,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.5452955578876,2859.0,0.0,2859.0,2859.0,0.0,0.0,0.0,0.0,0.0,2859.0,2859.0,0.0,2859.0,2859.0,0,0,0,0,0,44,0.0,699.5452955578876,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,2859.0,0.0,2859.0,2859.0,DoS
3555,554,6,6106,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.320013101867,3053.0,3217.335854398791,5328.0,778.0,0.0,0.0,0.0,0.0,0.0,6106.0,6106.0,0.0,6106.0,6106.0,0,0,0,0,20,44,163.7733377006223,327.54667540124467,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,-1,14600,0,0,778.0,0.0,778.0,778.0,5328.0,0.0,5328.0,5328.0,DoS
1217,554,6,3591,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.947925368978,3591.0,0.0,3591.0,3591.0,0.0,0.0,0.0,0.0,0.0,3591.0,3591.0,0.0,3591.0,3591.0,0,0,0,0,0,44,0.0,556.947925368978,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,3591.0,0.0,3591.0,3591.0,DoS
4466,554,6,3474,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.7052389176741,3474.0,0.0,3474.0,3474.0,0.0,0.0,0.0,0.0,0.0,3474.0,3474.0,0.0,3474.0,3474.0,0,0,0,0,0,44,0.0,575.7052389176741,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,3474.0,0.0,3474.0,3474.0,DoS
8707,554,6,1669,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1198.3223487118034,1669.0,0.0,1669.0,1669.0,0.0,0.0,0.0,0.0,0.0,1669.0,1669.0,0.0,1669.0,1669.0,0,0,0,0,0,44,0.0,1198.3223487118034,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,1669.0,0.0,1669.0,1669.0,DoS
8778,554,6,10208,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.9247648902821,10208.0,0.0,10208.0,10208.0,0.0,0.0,0.0,0.0,0.0,10208.0,10208.0,0.0,10208.0,10208.0,0,0,0,0,0,44,0.0,195.9247648902821,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,10208.0,0.0,10208.0,10208.0,DoS
4630,19604,6,3264,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.7450980392158,3264.0,0.0,3264.0,3264.0,0.0,0.0,0.0,0.0,0.0,3264.0,3264.0,0.0,3264.0,3264.0,0,0,0,0,0,40,0.0,612.7450980392158,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,3264.0,0.0,3264.0,3264.0,DoS
3431,554,6,3682,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.1830526887561,3682.0,0.0,3682.0,3682.0,0.0,0.0,0.0,0.0,0.0,3682.0,3682.0,0.0,3682.0,3682.0,0,0,0,0,0,44,0.0,543.1830526887561,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,3682.0,0.0,3682.0,3682.0,DoS
