ts,src_ip,src_port,dst_ip,dst_port,proto,service,duration,src_bytes,dst_bytes,conn_state,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,dns_query,dns_qclass,dns_qtype,dns_rcode,dns_AA,dns_RD,dns_RA,dns_rejected,ssl_version,ssl_cipher,ssl_resumed,ssl_established,ssl_subject,ssl_issuer,http_trans_depth,http_method,http_uri,http_version,http_request_body_len,http_response_body_len,http_status_code,http_user_agent,http_orig_mime_types,http_resp_mime_types,weird_name,weird_addl,weird_notice,label,type
1556145463,192.168.1.30,3131.0,192.168.1.194,3131.0,tcp,-,2e-06,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145475,192.168.1.152,3133.0,192.168.1.152,3133.0,tcp,-,0.233602,0.0,0.0,S0,0.0,120.0,4800.0,0.0,0.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,0.0,normal
1556145546,192.168.1.30,3150.0,192.168.1.194,3150.0,tcp,-,0.000139,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145547,192.168.1.30,3150.0,192.168.1.152,3150.0,tcp,-,0.00026,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145581,192.168.1.30,3158.0,192.168.1.194,3158.0,tcp,-,8e-06,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145560,192.168.1.30,3153.0,192.168.1.184,3153.0,tcp,-,1.4e-05,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145599,192.168.1.30,3162.0,192.168.1.194,3162.0,tcp,-,1.4e-05,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145529,192.168.1.30,3146.0,192.168.1.194,3146.0,tcp,-,8e-06,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145537,192.168.1.195,53170.0,192.168.1.1,41952.0,tcp,http,0.627955,383.0,3882.0,SF,0.0,10.0,795.0,12.0,4374.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,0.0,normal
1556145647,192.168.1.30,3173.0,192.168.1.193,3173.0,tcp,-,1.8e-05,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145666,192.168.1.30,3177.0,192.168.1.152,3177.0,tcp,-,0.000297,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145603,192.168.1.30,3163.0,192.168.1.194,3163.0,tcp,-,1.8e-05,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145599,192.168.1.30,3162.0,192.168.1.184,3162.0,tcp,-,0.000176,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145614,192.168.1.30,3165.0,192.168.1.152,3165.0,tcp,-,0.000197,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145635,192.168.1.30,3170.0,192.168.1.152,3170.0,tcp,-,0.000278,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145625,192.168.1.195,3083.0,192.168.1.195,3083.0,tcp,-,0.232845,0.0,0.0,S0,0.0,120.0,4800.0,0.0,0.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,0.0,normal
1556145720,192.168.1.30,3189.0,192.168.1.152,3189.0,tcp,-,0.000326,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145702,192.168.1.30,3185.0,192.168.1.152,3185.0,tcp,-,2.2e-05,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145696,192.168.1.30,3184.0,192.168.1.194,3184.0,tcp,-,9e-06,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145765,192.168.1.30,3199.0,192.168.1.193,3199.0,tcp,-,5.8e-05,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145760,192.168.1.30,3198.0,192.168.1.190,3198.0,tcp,-,0.000137,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145705,192.168.1.30,3186.0,192.168.1.194,3186.0,tcp,-,1.9e-05,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145723,192.168.1.152,3104.0,192.168.1.152,3104.0,tcp,-,0.255309,0.0,0.0,S0,0.0,120.0,4800.0,0.0,0.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,0.0,normal
1556145840,192.168.1.30,3216.0,192.168.1.190,3216.0,tcp,-,1.1e-05,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145796,192.168.1.30,3206.0,192.168.1.194,3206.0,tcp,-,1.2e-05,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145792,192.168.1.30,3205.0,192.168.1.194,3205.0,tcp,-,1.3e-05,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145823,192.168.1.30,3212.0,192.168.1.184,3212.0,tcp,-,1.5e-05,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145802,192.168.1.30,3207.0,192.168.1.184,3207.0,tcp,-,0.000194,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145811,192.168.1.30,3209.0,192.168.1.152,3209.0,tcp,-,0.000205,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145846,192.168.1.79,54733.0,192.168.1.255,15600.0,udp,-,0.0,0.0,0.0,S0,0.0,1.0,315.0,0.0,0.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,0.0,normal
1556145920,192.168.1.30,3234.0,192.168.1.152,3234.0,tcp,-,0.00029,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145923,192.168.1.30,3235.0,192.168.1.190,3235.0,tcp,-,0.00013,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145854,192.168.1.30,3219.0,192.168.1.194,3219.0,tcp,-,1e-05,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145851,192.168.1.30,52772.0,192.168.1.1,53.0,udp,dns,0.002886,35.0,67.0,SF,0.0,1.0,63.0,1.0,95.0,broker.hivemq.com,1.0,1.0,0.0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145864,192.168.1.30,3221.0,192.168.1.184,3221.0,tcp,-,2e-05,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145880,192.168.1.30,3225.0,192.168.1.193,3225.0,tcp,-,1.3e-05,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145859,192.168.1.193,80.0,192.168.1.193,3134.0,tcp,-,0.245881,0.0,0.0,S0,0.0,120.0,4800.0,0.0,0.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,0.0,normal
1556146001,192.168.1.30,3253.0,192.168.1.193,3253.0,tcp,-,1.7e-05,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145998,192.168.1.30,3252.0,192.168.1.152,3252.0,tcp,-,0.000136,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145936,192.168.1.39,3152.0,192.168.1.195,3152.0,tcp,-,0.180636,0.0,0.0,S0,0.0,100.0,4000.0,0.0,0.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145933,192.168.1.30,3237.0,192.168.1.152,3237.0,tcp,-,0.000194,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145946,192.168.1.30,3240.0,192.168.1.184,3240.0,tcp,-,1.3e-05,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145959,192.168.1.30,45027.0,192.168.1.1,53.0,udp,dns,0.002108,35.0,67.0,SF,0.0,1.0,63.0,1.0,95.0,broker.hivemq.com,1.0,1.0,0.0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556145969,192.168.1.193,80.0,192.168.1.193,3245.0,tcp,-,0.243908,0.0,0.0,S0,0.0,120.0,4800.0,0.0,0.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,0.0,normal
1556146087,192.168.1.30,3272.0,192.168.1.184,3272.0,tcp,-,8e-06,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556146044,192.168.1.30,3262.0,192.168.1.152,3262.0,tcp,-,0.000329,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556146040,192.168.1.30,3261.0,192.168.1.152,3261.0,tcp,-,0.000319,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556146070,192.168.1.30,3268.0,192.168.1.184,3268.0,tcp,-,0.000125,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556146052,192.168.1.30,3264.0,192.168.1.190,3264.0,tcp,-,0.000175,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556146060,192.168.1.30,3266.0,192.168.1.193,3266.0,tcp,-,0.00012,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556146090,192.168.1.152,3272.0,192.168.1.152,3272.0,tcp,-,0.206512,0.0,0.0,S0,0.0,120.0,4800.0,0.0,0.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,0.0,normal
1556146134,192.168.1.30,3283.0,192.168.1.190,3283.0,tcp,-,9e-06,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556146135,192.168.1.30,3283.0,192.168.1.184,3283.0,tcp,-,1.5e-05,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556146109,192.168.1.30,3277.0,192.168.1.152,3277.0,tcp,-,1.2e-05,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556146177,192.168.1.30,3293.0,192.168.1.190,3293.0,tcp,-,0.000125,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556146125,192.168.1.30,3281.0,192.168.1.194,3281.0,tcp,-,1.6e-05,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
1556146157,192.168.1.30,3288.0,192.168.1.184,3288.0,tcp,-,1.3e-05,0.0,0.0,REJ,0.0,1.0,40.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,dos
