Src_Port,Dst_Port,Protocol,Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Fwd_Pkt_Len_Max,Fwd_Pkt_Len_Min,Fwd_Pkt_Len_Mean,Fwd_Pkt_Len_Std,Bwd_Pkt_Len_Max,Bwd_Pkt_Len_Min,Bwd_Pkt_Len_Mean,Bwd_Pkt_Len_Std,Flow_Byts/s,Flow_Pkts/s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Tot,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Tot,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Len,Bwd_Header_Len,Fwd_Pkts/s,Bwd_Pkts/s,Pkt_Len_Min,Pkt_Len_Max,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Len_Var,FIN_Flag_Cnt,SYN_Flag_Cnt,RST_Flag_Cnt,PSH_Flag_Cnt,ACK_Flag_Cnt,URG_Flag_Cnt,CWE_Flag_Count,ECE_Flag_Cnt,Down/Up_Ratio,Pkt_Size_Avg,Fwd_Seg_Size_Avg,Bwd_Seg_Size_Avg,Fwd_Byts/b_Avg,Fwd_Pkts/b_Avg,Fwd_Blk_Rate_Avg,Bwd_Byts/b_Avg,Bwd_Pkts/b_Avg,Bwd_Blk_Rate_Avg,Subflow_Fwd_Pkts,Subflow_Fwd_Byts,Subflow_Bwd_Pkts,Subflow_Bwd_Byts,Init_Fwd_Win_Byts,Init_Bwd_Win_Byts,Fwd_Act_Data_Pkts,Fwd_Seg_Size_Min,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Target
8342,554,6,1784,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121.0762331838564,1784.0,0.0,1784.0,1784.0,0.0,0.0,0.0,0.0,0.0,1784.0,1784.0,0.0,1784.0,1784.0,0,0,0,0,0,44,0.0,1121.0762331838564,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,1784.0,0.0,1784.0,1784.0,DoS
3718,554,6,1322,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1512.8593040847202,1322.0,0.0,1322.0,1322.0,0.0,0.0,0.0,0.0,0.0,1322.0,1322.0,0.0,1322.0,1322.0,0,0,0,0,0,44,0.0,1512.8593040847202,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,1322.0,0.0,1322.0,1322.0,DoS
7989,554,6,1965,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.8117048346056,1965.0,0.0,1965.0,1965.0,0.0,0.0,0.0,0.0,0.0,1965.0,1965.0,0.0,1965.0,1965.0,0,0,0,0,0,44,0.0,1017.8117048346056,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,1965.0,0.0,1965.0,1965.0,DoS
5994,554,6,2437,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.6811653672548,2437.0,0.0,2437.0,2437.0,0.0,0.0,0.0,0.0,0.0,2437.0,2437.0,0.0,2437.0,2437.0,0,0,0,0,0,44,0.0,820.6811653672548,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,2437.0,0.0,2437.0,2437.0,DoS
5717,554,6,6648,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.2635379061372,3324.0,735.3910524340096,3844.0,2804.0,0.0,0.0,0.0,0.0,0.0,6648.0,3324.0,735.3910524340096,3844.0,2804.0,0,0,0,0,0,68,0.0,451.2635379061372,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,-1,14600,0,0,0.0,0.0,0.0,0.0,3324.0,735.3910524340096,3844.0,2804.0,DoS
4742,554,6,8344,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.6931927133269,8344.0,0.0,8344.0,8344.0,0.0,0.0,0.0,0.0,0.0,8344.0,8344.0,0.0,8344.0,8344.0,0,0,0,0,0,44,0.0,239.6931927133269,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,8344.0,0.0,8344.0,8344.0,DoS
6132,554,6,8714,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.5157218269452,8714.0,0.0,8714.0,8714.0,0.0,0.0,0.0,0.0,0.0,8714.0,8714.0,0.0,8714.0,8714.0,0,0,0,0,0,44,0.0,229.5157218269452,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,8714.0,0.0,8714.0,8714.0,DoS
8695,554,6,1747,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1717.2295363480248,873.5,525.3803384216048,1245.0,502.0,0.0,0.0,0.0,0.0,0.0,1747.0,1747.0,0.0,1747.0,1747.0,0,0,0,0,20,44,572.4098454493418,1144.8196908986831,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,-1,14600,0,0,502.0,0.0,502.0,502.0,1245.0,0.0,1245.0,1245.0,DoS
2164,19604,6,1536,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1302.0833333333333,1536.0,0.0,1536.0,1536.0,0.0,0.0,0.0,0.0,0.0,1536.0,1536.0,0.0,1536.0,1536.0,0,0,0,0,0,40,0.0,1302.0833333333333,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,1536.0,0.0,1536.0,1536.0,DoS
8357,554,6,4040,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.049504950495,4040.0,0.0,4040.0,4040.0,0.0,0.0,0.0,0.0,0.0,4040.0,4040.0,0.0,4040.0,4040.0,0,0,0,0,0,44,0.0,495.049504950495,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,4040.0,0.0,4040.0,4040.0,DoS
3635,554,6,2573,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.3027594247957,2573.0,0.0,2573.0,2573.0,0.0,0.0,0.0,0.0,0.0,2573.0,2573.0,0.0,2573.0,2573.0,0,0,0,0,0,44,0.0,777.3027594247957,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,2573.0,0.0,2573.0,2573.0,DoS
6368,19604,6,1548,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1291.989664082687,1548.0,0.0,1548.0,1548.0,0.0,0.0,0.0,0.0,0.0,1548.0,1548.0,0.0,1548.0,1548.0,0,0,0,0,0,40,0.0,1291.989664082687,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,1548.0,0.0,1548.0,1548.0,DoS
7884,554,6,3492,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.737686139748,3492.0,0.0,3492.0,3492.0,0.0,0.0,0.0,0.0,0.0,3492.0,3492.0,0.0,3492.0,3492.0,0,0,0,0,0,44,0.0,572.737686139748,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,3492.0,0.0,3492.0,3492.0,DoS
8852,19604,6,1121,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.121320249777,1121.0,0.0,1121.0,1121.0,0.0,0.0,0.0,0.0,0.0,1121.0,1121.0,0.0,1121.0,1121.0,0,0,0,0,0,40,0.0,1784.121320249777,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,1121.0,0.0,1121.0,1121.0,DoS
7686,19604,6,3578,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.9714924538848,3578.0,0.0,3578.0,3578.0,0.0,0.0,0.0,0.0,0.0,3578.0,3578.0,0.0,3578.0,3578.0,0,0,0,0,0,40,0.0,558.9714924538848,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,3578.0,0.0,3578.0,3578.0,DoS
8613,554,6,5305,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0028275212064,5305.0,0.0,5305.0,5305.0,0.0,0.0,0.0,0.0,0.0,5305.0,5305.0,0.0,5305.0,5305.0,0,0,0,0,0,44,0.0,377.0028275212064,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,5305.0,0.0,5305.0,5305.0,DoS
8274,554,6,3586,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.7244841048522,3586.0,0.0,3586.0,3586.0,0.0,0.0,0.0,0.0,0.0,3586.0,3586.0,0.0,3586.0,3586.0,0,0,0,0,0,44,0.0,557.7244841048522,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,3586.0,0.0,3586.0,3586.0,DoS
8643,554,6,3324,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.6847172081829,3324.0,0.0,3324.0,3324.0,0.0,0.0,0.0,0.0,0.0,3324.0,3324.0,0.0,3324.0,3324.0,0,0,0,0,0,44,0.0,601.6847172081829,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,3324.0,0.0,3324.0,3324.0,DoS
8586,554,6,3894,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.6106831022087,3894.0,0.0,3894.0,3894.0,0.0,0.0,0.0,0.0,0.0,3894.0,3894.0,0.0,3894.0,3894.0,0,0,0,0,0,44,0.0,513.6106831022087,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,3894.0,0.0,3894.0,3894.0,DoS
8599,554,6,1840,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086.9565217391305,1840.0,0.0,1840.0,1840.0,0.0,0.0,0.0,0.0,0.0,1840.0,1840.0,0.0,1840.0,1840.0,0,0,0,0,0,44,0.0,1086.9565217391305,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,1840.0,0.0,1840.0,1840.0,DoS
3710,554,6,2766,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723.0657989877078,2766.0,0.0,2766.0,2766.0,0.0,0.0,0.0,0.0,0.0,2766.0,2766.0,0.0,2766.0,2766.0,0,0,0,0,0,44,0.0,723.0657989877078,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,2766.0,0.0,2766.0,2766.0,DoS
5546,554,6,4326,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.4812760055479,2163.0,2238.7000692366096,3746.0,580.0,0.0,0.0,0.0,0.0,0.0,4326.0,4326.0,0.0,4326.0,4326.0,0,0,0,0,20,44,231.16042533518265,462.3208506703653,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,-1,14600,0,0,580.0,0.0,580.0,580.0,3746.0,0.0,3746.0,3746.0,DoS
3927,554,6,4291,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0918200885575,4291.0,0.0,4291.0,4291.0,0.0,0.0,0.0,0.0,0.0,4291.0,4291.0,0.0,4291.0,4291.0,0,0,0,0,0,44,0.0,466.0918200885575,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,4291.0,0.0,4291.0,4291.0,DoS
8067,554,6,3489,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.2301519059902,3489.0,0.0,3489.0,3489.0,0.0,0.0,0.0,0.0,0.0,3489.0,3489.0,0.0,3489.0,3489.0,0,0,0,0,0,44,0.0,573.2301519059902,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,3489.0,0.0,3489.0,3489.0,DoS
5540,554,6,5191,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.28221922558265,5191.0,0.0,5191.0,5191.0,0.0,0.0,0.0,0.0,0.0,5191.0,5191.0,0.0,5191.0,5191.0,0,0,0,0,0,44,0.0,385.28221922558265,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,5191.0,0.0,5191.0,5191.0,DoS
5583,19604,6,3586,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.7244841048522,3586.0,0.0,3586.0,3586.0,0.0,0.0,0.0,0.0,0.0,3586.0,3586.0,0.0,3586.0,3586.0,0,0,0,0,0,40,0.0,557.7244841048522,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,3586.0,0.0,3586.0,3586.0,DoS
4054,554,6,5921,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.78078027360243,5921.0,0.0,5921.0,5921.0,0.0,0.0,0.0,0.0,0.0,5921.0,5921.0,0.0,5921.0,5921.0,0,0,0,0,0,44,0.0,337.78078027360243,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,5921.0,0.0,5921.0,5921.0,DoS
8860,19604,6,930,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2150.537634408602,930.0,0.0,930.0,930.0,0.0,0.0,0.0,0.0,0.0,930.0,930.0,0.0,930.0,930.0,0,0,0,0,0,40,0.0,2150.537634408602,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
7507,554,6,2985,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0167504187606,2985.0,0.0,2985.0,2985.0,0.0,0.0,0.0,0.0,0.0,2985.0,2985.0,0.0,2985.0,2985.0,0,0,0,0,0,44,0.0,670.0167504187606,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,2985.0,0.0,2985.0,2985.0,DoS
1895,554,6,3714,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.5029617662898,3714.0,0.0,3714.0,3714.0,0.0,0.0,0.0,0.0,0.0,3714.0,3714.0,0.0,3714.0,3714.0,0,0,0,0,0,44,0.0,538.5029617662898,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,3714.0,0.0,3714.0,3714.0,DoS
8977,554,6,2265,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0022075055188,2265.0,0.0,2265.0,2265.0,0.0,0.0,0.0,0.0,0.0,2265.0,2265.0,0.0,2265.0,2265.0,0,0,0,0,0,44,0.0,883.0022075055188,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,2265.0,0.0,2265.0,2265.0,DoS
8358,554,6,2853,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.0164738871364,2853.0,0.0,2853.0,2853.0,0.0,0.0,0.0,0.0,0.0,2853.0,2853.0,0.0,2853.0,2853.0,0,0,0,0,0,44,0.0,701.0164738871364,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,2853.0,0.0,2853.0,2853.0,DoS
4112,19604,6,1217,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1643.3853738701723,1217.0,0.0,1217.0,1217.0,0.0,0.0,0.0,0.0,0.0,1217.0,1217.0,0.0,1217.0,1217.0,0,0,0,0,0,40,0.0,1643.3853738701723,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,1217.0,0.0,1217.0,1217.0,DoS
