ts,src_ip,src_port,dst_ip,dst_port,proto,service,duration,src_bytes,dst_bytes,conn_state,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,dns_query,dns_qclass,dns_qtype,dns_rcode,dns_AA,dns_RD,dns_RA,dns_rejected,ssl_version,ssl_cipher,ssl_resumed,ssl_established,ssl_subject,ssl_issuer,http_trans_depth,http_method,http_uri,http_version,http_request_body_len,http_response_body_len,http_status_code,http_user_agent,http_orig_mime_types,http_resp_mime_types,weird_name,weird_addl,weird_notice,label,type
1556485746,192.168.1.193,57190.0,192.168.1.33,80.0,tcp,-,0.00012,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556486634,192.168.1.193,57403.0,192.168.1.33,8080.0,tcp,-,9e-06,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556486746,192.168.1.193,57430.0,192.168.1.33,80.0,tcp,-,0.000136,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556485605,192.168.1.193,57156.0,192.168.1.33,8080.0,tcp,-,0.00012,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556486384,192.168.1.193,57343.0,192.168.1.33,8080.0,tcp,-,0.000202,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556486692,192.168.1.193,57417.0,192.168.1.33,80.0,tcp,-,0.000116,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556486464,192.168.1.193,57363.0,192.168.1.33,80.0,tcp,-,8.3e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556485902,192.168.1.193,57226.0,192.168.1.33,8080.0,tcp,-,0.000212,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556486130,192.168.1.193,57282.0,192.168.1.33,8080.0,tcp,-,0.000221,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556486157,192.168.1.195,56020.0,192.168.1.1,41952.0,tcp,http,0.011722,226.0,3978.0,SF,0.0,7.0,518.0,9.0,4350.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,0.0,normal
1556487333,192.168.1.193,57571.0,192.168.1.33,8080.0,tcp,-,9.5e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556488049,192.168.1.193,57742.0,192.168.1.33,8080.0,tcp,-,9.3e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556487437,192.168.1.193,57595.0,192.168.1.33,8080.0,tcp,-,0.000198,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556488374,192.168.1.193,57821.0,192.168.1.33,8080.0,tcp,-,6.1e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556487070,192.168.1.193,57509.0,192.168.1.33,8080.0,tcp,-,0.00011,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556488217,192.168.1.193,57784.0,192.168.1.33,80.0,tcp,-,0.000294,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556487394,192.168.1.193,57585.0,192.168.1.33,8080.0,tcp,-,0.000167,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556487627,192.168.1.193,57641.0,192.168.1.33,80.0,tcp,-,8.8e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556487609,192.168.1.193,57636.0,192.168.1.33,8080.0,tcp,-,0.000283,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556487747,192.168.1.193,57668.0,192.168.1.33,80.0,tcp,-,0.00013,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556487048,192.168.1.193,57502.0,192.168.1.33,80.0,tcp,-,7.6e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556487771,192.168.1.193,57677.0,192.168.1.33,8080.0,tcp,-,8.8e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556487105,192.168.1.193,57516.0,192.168.1.33,8080.0,tcp,-,0.000135,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556487678,192.168.1.193,57654.0,192.168.1.33,8080.0,tcp,-,0.000122,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556487751,192.168.1.193,57673.0,192.168.1.33,8080.0,tcp,-,9.5e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556487628,192.168.1.193,57640.0,192.168.1.33,8080.0,tcp,-,1.9e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556488278,192.168.1.193,57800.0,192.168.1.33,8080.0,tcp,-,8.6e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556487466,192.168.1.193,57602.0,192.168.1.33,8080.0,tcp,-,0.000197,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556488357,192.168.1.193,57818.0,192.168.1.33,8080.0,tcp,-,0.000115,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556488376,192.168.1.195,5353.0,224.0.0.251,5353.0,udp,dns,0.017103,464.0,0.0,S0,0.0,8.0,688.0,0.0,0.0,desktop-7q9apbo.local,1.0,255.0,0.0,T,F,F,F,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,0.0,normal
1556489160,192.168.1.193,58011.0,192.168.1.33,80.0,tcp,-,0.000203,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556489021,192.168.1.193,57975.0,192.168.1.33,80.0,tcp,-,9.5e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556488396,192.168.1.193,57827.0,192.168.1.33,80.0,tcp,-,0.000213,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556489463,192.168.1.193,58084.0,192.168.1.33,80.0,tcp,-,0.000103,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556488665,192.168.1.193,57890.0,192.168.1.33,8080.0,tcp,-,0.000146,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556489178,192.168.1.193,58014.0,192.168.1.33,8080.0,tcp,-,7.4e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556489198,192.168.1.193,58019.0,192.168.1.33,8080.0,tcp,-,0.000165,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556489491,192.168.1.193,58090.0,192.168.1.33,80.0,tcp,-,8.5e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556488592,192.168.1.193,57873.0,192.168.1.33,8080.0,tcp,-,0.000144,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556488548,192.168.1.193,57862.0,192.168.1.33,8080.0,tcp,-,0.001191,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556488605,192.168.1.193,57877.0,192.168.1.33,80.0,tcp,-,0.000143,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556489491,192.168.1.193,58089.0,192.168.1.33,8080.0,tcp,-,0.000102,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556488817,192.168.1.193,57927.0,192.168.1.33,8080.0,tcp,-,0.000231,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556488463,192.168.1.193,57843.0,192.168.1.33,8080.0,tcp,-,0.000105,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556489614,192.168.1.193,58118.0,192.168.1.33,80.0,tcp,-,0.000232,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556489549,192.168.1.193,58102.0,192.168.1.33,8080.0,tcp,-,0.000112,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556489321,192.168.1.193,58048.0,192.168.1.33,8080.0,tcp,-,0.000149,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556488759,192.168.1.193,57914.0,192.168.1.33,8080.0,tcp,-,0.00017,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556488988,192.168.1.193,57970.0,192.168.1.33,8080.0,tcp,-,7.9e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556489636,192.168.1.195,5353.0,224.0.0.251,5353.0,udp,dns,0.00096,386.0,0.0,S0,0.0,6.0,554.0,0.0,0.0,desktop-7q9apbo.local,1.0,255.0,0.0,T,F,F,F,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,0.0,normal
1556490558,192.168.1.193,58345.0,192.168.1.33,8080.0,tcp,-,0.002393,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556490167,192.168.1.193,58252.0,192.168.1.33,8080.0,tcp,-,0.000122,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556490509,192.168.1.193,58332.0,192.168.1.33,8080.0,tcp,-,0.000115,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556490581,192.168.1.193,58352.0,192.168.1.33,80.0,tcp,-,0.000105,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556490771,192.168.1.193,58396.0,192.168.1.33,80.0,tcp,-,0.000104,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556490990,192.168.1.193,58450.0,192.168.1.33,8080.0,tcp,-,0.000108,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556490150,192.168.1.193,58249.0,192.168.1.33,8080.0,tcp,-,0.000106,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556490858,192.168.1.193,58417.0,192.168.1.33,8080.0,tcp,-,0.000172,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556490285,192.168.1.193,58279.0,192.168.1.33,8080.0,tcp,-,7.2e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556490465,192.168.1.193,58322.0,192.168.1.33,8080.0,tcp,-,0.000227,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556491141,192.168.1.193,58483.0,192.168.1.33,8080.0,tcp,-,6.8e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556489939,192.168.1.193,58196.0,192.168.1.33,8080.0,tcp,-,0.000124,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556490059,192.168.1.193,58225.0,192.168.1.33,80.0,tcp,-,0.000108,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556490588,192.168.1.193,58353.0,192.168.1.33,8080.0,tcp,-,7.8e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556490188,192.168.1.193,58257.0,192.168.1.33,8080.0,tcp,-,8.7e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556490266,192.168.1.193,58277.0,192.168.1.33,80.0,tcp,-,9.1e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556490886,192.168.1.193,58425.0,192.168.1.33,80.0,tcp,-,6.7e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556490389,192.168.1.193,58305.0,192.168.1.33,80.0,tcp,-,0.000244,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556490133,192.168.1.193,58245.0,192.168.1.33,80.0,tcp,-,0.000247,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556490716,192.168.1.195,58406.0,239.255.255.250,1900.0,udp,-,3.265054,2468.0,0.0,S0,0.0,20.0,3028.0,0.0,0.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,0.0,normal
1556491401,192.168.1.193,58548.0,192.168.1.33,8080.0,tcp,-,0.000155,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556491479,192.168.1.193,58568.0,192.168.1.33,8080.0,tcp,-,0.000193,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556492674,192.168.1.193,58853.0,192.168.1.33,8080.0,tcp,-,0.000254,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556491359,192.168.1.193,58538.0,192.168.1.33,8080.0,tcp,-,0.000213,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556492546,192.168.1.193,58822.0,192.168.1.33,8080.0,tcp,-,0.000252,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556492284,192.168.1.193,58758.0,192.168.1.33,8080.0,tcp,-,0.000153,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556491660,192.168.1.193,58611.0,192.168.1.33,80.0,tcp,-,1.8e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556491612,192.168.1.193,58599.0,192.168.1.33,80.0,tcp,-,0.00016,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556491306,192.168.1.193,58524.0,192.168.1.33,8080.0,tcp,-,1.7e-05,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
1556491917,192.168.1.193,58672.0,192.168.1.33,8080.0,tcp,-,0.000273,0.0,0.0,REJ,0.0,1.0,48.0,1.0,40.0,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,backdoor
